step,l2,n0_ind,n0_alloc,n1_ind,n1_alloc,n2_ind,n2_alloc,n3_ind,n3_alloc,n4_ind,n4_alloc,n5_ind,n5_alloc,n6_ind,n6_alloc,n7_ind,n7_alloc,n8_ind,n8_alloc,n9_ind,n9_alloc
7800,9.656388,100.000000,0.000000,99.973031,0.003474,99.456441,0.070008,99.999999,0.000000,99.516271,0.062301,99.933430,0.008573,99.932686,0.008669,99.999994,0.000001,99.999997,0.000000,99.999948,0.000007
7900,8.818148,100.000000,0.000000,99.975630,0.003433,99.504270,0.069831,99.999999,0.000000,99.558497,0.062192,99.938913,0.008604,99.938285,0.008693,99.999995,0.000001,99.999998,0.000000,99.999956,0.000006
8000,8.052363,100.000000,0.000000,99.977958,0.003396,99.547890,0.069661,99.999999,0.000000,99.597061,0.062085,99.943962,0.008634,99.943432,0.008716,99.999996,0.000001,99.999998,0.000000,99.999962,0.000006
8100,7.352824,100.000000,0.000000,99.980047,0.003363,99.587672,0.069498,100.000000,0.000000,99.632276,0.061980,99.948608,0.008662,99.948161,0.008737,99.999997,0.000001,99.999999,0.000000,99.999968,0.000005
8200,6.713842,100.000000,0.000000,99.981922,0.003334,99.623951,0.069341,100.000000,0.000000,99.664428,0.061877,99.952881,0.008688,99.952505,0.008757,99.999997,0.000000,99.999999,0.000000,99.999973,0.000005
8300,6.130211,100.000000,0.000000,99.983607,0.003307,99.657036,0.069191,100.000000,0.000000,99.693782,0.061777,99.956810,0.008713,99.956493,0.008777,99.999998,0.000000,99.999999,0.000000,99.999977,0.000005
8400,5.597167,100.000000,0.000000,99.985124,0.003284,99.687206,0.069046,100.000000,0.000000,99.720578,0.061679,99.960421,0.008736,99.960154,0.008795,99.999998,0.000000,99.999999,0.000000,99.999980,0.000004
8500,5.110349,100.000000,0.000000,99.986490,0.003263,99.714719,0.068907,100.000000,0.000000,99.745037,0.061584,99.963738,0.008758,99.963514,0.008813,99.999999,0.000000,99.999999,0.000000,99.999983,0.000004
8600,4.665770,100.000000,0.000000,99.987722,0.003246,99.739808,0.068774,100.000000,0.000000,99.767362,0.061491,99.966785,0.008779,99.966596,0.008829,99.999999,0.000000,99.999999,0.000000,99.999986,0.000004
8700,4.259782,100.000000,0.000000,99.988833,0.003230,99.762688,0.068647,100.000000,0.000000,99.787737,0.061401,99.969581,0.008799,99.969422,0.008845,99.999999,0.000000,100.000000,0.000000,99.999988,0.000004
8800,3.889051,100.000000,0.000000,99.989837,0.003218,99.783552,0.068524,100.000000,0.000000,99.806331,0.061312,99.972147,0.008817,99.972014,0.008860,99.999999,0.000000,100.000000,0.000000,99.999990,0.000003
8900,3.550528,100.000000,0.000000,99.990745,0.003207,99.802578,0.068407,100.000000,0.000000,99.823300,0.061227,99.974502,0.008835,99.974390,0.008874,99.999999,0.000000,100.000000,0.000000,99.999991,0.000003
9000,3.241424,100.000000,0.000000,99.991566,0.003199,99.819928,0.068295,100.000000,0.000000,99.838785,0.061143,99.976661,0.008851,99.976567,0.008887,99.999999,0.000000,100.000000,0.000000,99.999993,0.000003
9100,2.959193,100.000000,0.000000,99.992309,0.003193,99.835750,0.068187,100.000000,0.000000,99.852915,0.061062,99.978641,0.008867,99.978562,0.008900,100.000000,0.000000,100.000000,0.000000,99.999994,0.000003
9200,2.701504,100.000000,0.000000,99.992983,0.003189,99.850179,0.068084,100.000000,0.000000,99.865807,0.060982,99.980456,0.008881,99.980389,0.008912,100.000000,0.000000,100.000000,0.000000,99.999995,0.000002
9300,2.466232,100.000000,0.000000,99.993595,0.003186,99.863338,0.067986,100.000000,0.000000,99.877571,0.060905,99.982119,0.008895,99.982063,0.008923,100.000000,0.000000,100.000000,0.000000,99.999995,0.000002
9400,2.251430,100.000000,0.000000,99.994150,0.003186,99.875338,0.067892,100.000000,0.000000,99.888304,0.060830,99.983643,0.008908,99.983596,0.008934,100.000000,0.000000,100.000000,0.000000,99.999996,0.000002
9500,2.055322,100.000000,0.000000,99.994654,0.003187,99.886282,0.067801,100.000000,0.000000,99.898097,0.060757,99.985038,0.008920,99.984999,0.008944,100.000000,0.000000,100.000000,0.000000,99.999997,0.000002
9600,1.876285,100.000000,0.000000,99.995112,0.003191,99.896262,0.067715,100.000000,0.000000,99.907031,0.060686,99.986317,0.008932,99.986284,0.008953,100.000000,0.000000,100.000000,0.000000,99.999997,0.000002
9700,1.712837,100.000000,0.000000,99.995529,0.003195,99.905365,0.067633,100.000000,0.000000,99.915182,0.060616,99.987487,0.008942,99.987459,0.008962,100.000000,0.000000,100.000000,0.000000,99.999998,0.000002
9800,1.563622,100.000000,0.000000,99.995909,0.003201,99.913667,0.067554,100.000000,0.000000,99.922619,0.060549,99.988559,0.008952,99.988535,0.008971,100.000000,0.000000,100.000000,0.000000,99.999998,0.000002
9900,1.427403,100.000000,0.000000,99.996254,0.003209,99.921238,0.067479,100.000000,0.000000,99.929403,0.060483,99.989539,0.008962,99.989520,0.008979,100.000000,0.000000,100.000000,0.000000,99.999998,0.000001
10000,1.303050,100.000000,0.000000,99.996569,0.003218,99.928144,0.067407,100.000000,0.000000,99.935593,0.060419,99.990437,0.008971,99.990421,0.008986,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10100,1.189531,100.000000,0.000000,99.996857,0.003228,99.934443,0.067338,100.000000,0.000000,99.941240,0.060356,99.991258,0.008979,99.991245,0.008993,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10200,1.085903,100.000000,0.000000,99.997119,0.003240,99.940188,0.067272,100.000000,0.000000,99.946391,0.060295,99.992010,0.008987,99.991998,0.009000,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10300,0.991306,100.000000,0.000000,99.997358,0.003253,99.945428,0.067210,100.000000,0.000000,99.951090,0.060236,99.992697,0.008994,99.992687,0.009006,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10400,0.904952,100.000000,0.000000,99.997577,0.003267,99.950207,0.067150,100.000000,0.000000,99.955377,0.060178,99.993326,0.009001,99.993318,0.009012,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10500,0.826125,100.000000,0.000000,99.997777,0.003282,99.954567,0.067093,100.000000,0.000000,99.959288,0.060121,99.993901,0.009007,99.993894,0.009017,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10600,0.754168,100.000000,0.000000,99.997960,0.003299,99.958544,0.067039,100.000000,0.000000,99.962856,0.060066,99.994426,0.009013,99.994421,0.009022,100.000000,0.000000,100.000000,0.000000,99.999999,0.000001
10700,0.688483,100.000000,0.000000,99.998127,0.003316,99.962172,0.066988,100.000000,0.000000,99.966111,0.060012,99.994907,0.009018,99.994902,0.009027,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
10800,0.628524,100.000000,0.000000,99.998280,0.003335,99.965481,0.066938,100.000000,0.000000,99.969080,0.059960,99.995347,0.009024,99.995343,0.009031,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
10900,0.573792,100.000000,0.000000,99.998420,0.003354,99.968500,0.066892,100.000000,0.000000,99.971789,0.059908,99.995748,0.009028,99.995745,0.009035,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
11000,0.523830,100.000000,0.000000,99.998549,0.003374,99.971254,0.066847,100.000000,0.000000,99.974260,0.059858,99.996116,0.009033,99.996113,0.009039,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
11100,0.478224,100.000000,0.000000,99.998667,0.003396,99.973767,0.066805,100.000000,0.000000,99.976514,0.059809,99.996451,0.009037,99.996449,0.009043,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
11200,0.436593,100.000000,0.000000,99.998774,0.003418,99.976059,0.066765,100.000000,0.000000,99.978571,0.059761,99.996758,0.009040,99.996756,0.009046,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
11300,0.398591,100.000000,0.000000,99.998873,0.003440,99.978150,0.066727,100.000000,0.000000,99.980447,0.059714,99.997039,0.009044,99.997037,0.009049,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
11400,0.363902,100.000000,0.000000,99.998964,0.003464,99.980058,0.066691,100.000000,0.000000,99.982159,0.059668,99.997295,0.009047,99.997293,0.009051,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
11500,0.332236,100.000000,0.000000,99.999047,0.003488,99.981799,0.066657,100.000000,0.000000,99.983720,0.059623,99.997529,0.009050,99.997528,0.009054,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
11600,0.303329,100.000000,0.000000,99.999124,0.003514,99.983388,0.066625,100.000000,0.000000,99.985145,0.059579,99.997743,0.009052,99.997742,0.009056,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
11700,0.276942,100.000000,0.000000,99.999194,0.003539,99.984837,0.066595,100.000000,0.000000,99.986444,0.059536,99.997938,0.009054,99.997938,0.009058,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
11800,0.252854,100.000000,0.000000,99.999259,0.003566,99.986159,0.066566,100.000000,0.000000,99.987630,0.059494,99.998117,0.009057,99.998116,0.009060,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
