step,l2,n673_ind,n673_alloc,n3709_ind,n3709_alloc,n121_ind,n121_alloc,n535_ind,n535_alloc,n1087_ind,n1087_alloc,n1225_ind,n1225_alloc,n1639_ind,n1639_alloc,n1777_ind,n1777_alloc,n2329_ind,n2329_alloc,n2605_ind,n2605_alloc
4900,80.048609,99.994290,0.031944,99.994291,0.031943,99.994291,0.031943,99.994290,0.031943,99.994291,0.031941,99.994291,0.031943,99.994291,0.031943,99.994291,0.031942,99.994291,0.031943,99.994290,0.031944
5000,67.209409,99.995224,0.032041,99.995224,0.032039,99.995224,0.032040,99.995224,0.032040,99.995225,0.032038,99.995224,0.032040,99.995224,0.032040,99.995224,0.032038,99.995224,0.032040,99.995224,0.032040
5100,56.371713,99.996006,0.032134,99.996006,0.032132,99.996006,0.032133,99.996006,0.032133,99.996006,0.032131,99.996006,0.032133,99.996006,0.032133,99.996006,0.032131,99.996006,0.032133,99.996006,0.032133
5200,47.239635,99.996661,0.032224,99.996661,0.032222,99.996661,0.032222,99.996661,0.032223,99.996661,0.032220,99.996661,0.032223,99.996661,0.032223,99.996661,0.032221,99.996661,0.032222,99.996661,0.032223
5300,39.556627,99.997208,0.032311,99.997208,0.032309,99.997208,0.032309,99.997208,0.032310,99.997209,0.032307,99.997208,0.032309,99.997208,0.032309,99.997208,0.032308,99.997208,0.032309,99.997208,0.032310
5400,33.101441,99.997666,0.032395,99.997667,0.032393,99.997667,0.032393,99.997667,0.032393,99.997667,0.032391,99.997667,0.032393,99.997667,0.032393,99.997667,0.032392,99.997667,0.032393,99.997667,0.032394
5500,27.684169,99.998050,0.032476,99.998050,0.032473,99.998050,0.032474,99.998050,0.032474,99.998050,0.032471,99.998050,0.032474,99.998050,0.032474,99.998050,0.032472,99.998050,0.032474,99.998050,0.032475
5600,23.142488,99.998370,0.032554,99.998370,0.032551,99.998370,0.032552,99.998370,0.032552,99.998370,0.032549,99.998370,0.032552,99.998370,0.032552,99.998370,0.032550,99.998370,0.032552,99.998370,0.032553
5700,19.338152,99.998638,0.032629,99.998638,0.032627,99.998638,0.032627,99.998638,0.032628,99.998638,0.032624,99.998638,0.032627,99.998638,0.032627,99.998638,0.032625,99.998638,0.032627,99.998638,0.032628
5800,16.153793,99.998862,0.032702,99.998862,0.032699,99.998862,0.032700,99.998862,0.032700,99.998862,0.032696,99.998862,0.032700,99.998862,0.032700,99.998862,0.032698,99.998862,0.032700,99.998862,0.032701
5900,13.490043,99.999049,0.032772,99.999050,0.032769,99.999050,0.032769,99.999050,0.032770,99.999050,0.032766,99.999050,0.032769,99.999050,0.032769,99.999050,0.032767,99.999050,0.032769,99.999050,0.032770
6000,11.262965,99.999206,0.032839,99.999206,0.032836,99.999206,0.032836,99.999206,0.032837,99.999206,0.032832,99.999206,0.032836,99.999206,0.032836,99.999206,0.032834,99.999206,0.032836,99.999206,0.032837
6100,9.401805,99.999337,0.032903,99.999337,0.032900,99.999337,0.032900,99.999337,0.032901,99.999337,0.032896,99.999337,0.032900,99.999337,0.032900,99.999337,0.032898,99.999337,0.032900,99.999337,0.032902
6200,7.847023,99.999446,0.032964,99.999446,0.032961,99.999446,0.032962,99.999446,0.032962,99.999446,0.032957,99.999446,0.032961,99.999446,0.032962,99.999446,0.032959,99.999446,0.032962,99.999446,0.032963
6300,6.548588,99.999537,0.033023,99.999537,0.033019,99.999537,0.033020,99.999537,0.033021,99.999537,0.033015,99.999537,0.033020,99.999537,0.033020,99.999537,0.033017,99.999537,0.033020,99.999537,0.033021
6400,5.464513,99.999614,0.033079,99.999614,0.033075,99.999614,0.033076,99.999614,0.033076,99.999614,0.033071,99.999614,0.033075,99.999614,0.033076,99.999614,0.033073,99.999614,0.033076,99.999614,0.033077
6500,4.559599,99.999677,0.033132,99.999677,0.033127,99.999677,0.033128,99.999677,0.033129,99.999677,0.033123,99.999677,0.033128,99.999677,0.033128,99.999677,0.033125,99.999677,0.033128,99.999677,0.033130
6600,3.804365,99.999730,0.033182,99.999731,0.033177,99.999731,0.033178,99.999731,0.033179,99.999731,0.033172,99.999731,0.033178,99.999731,0.033178,99.999731,0.033174,99.999731,0.033178,99.999730,0.033180
6700,3.174139,99.999775,0.033229,99.999775,0.033224,99.999775,0.033225,99.999775,0.033226,99.999775,0.033219,99.999775,0.033224,99.999775,0.033225,99.999775,0.033221,99.999775,0.033225,99.999775,0.033227
6800,2.648284,99.999812,0.033273,99.999812,0.033267,99.999812,0.033269,99.999812,0.033269,99.999812,0.033262,99.999812,0.033268,99.999812,0.033268,99.999812,0.033265,99.999812,0.033269,99.999812,0.033270
6900,2.209550,99.999843,0.033314,99.999843,0.033308,99.999843,0.033310,99.999843,0.033310,99.999843,0.033303,99.999843,0.033309,99.999843,0.033309,99.999843,0.033305,99.999843,0.033310,99.999843,0.033311
7000,1.843523,99.999869,0.033352,99.999869,0.033346,99.999869,0.033348,99.999869,0.033348,99.999869,0.033340,99.999869,0.033347,99.999869,0.033347,99.999869,0.033343,99.999869,0.033348,99.999869,0.033349
7100,1.538167,99.999891,0.033387,99.999891,0.033381,99.999891,0.033383,99.999891,0.033383,99.999891,0.033375,99.999891,0.033382,99.999891,0.033382,99.999891,0.033378,99.999891,0.033383,99.999891,0.033385
