model,lambda,step,l2
6,0.1,8600,0.035276
6,0.1,8700,0.029465
6,0.1,8800,0.024613
6,0.1,8900,0.020562
6,0.1,9000,0.017179
6,0.1,9100,0.014353
6,0.1,9200,0.011993
6,0.1,9300,0.010021
6,0.1,9400,0.008374
6,0.1,9500,0.006998
6,0.1,9600,0.005849
6,0.1,9700,0.004888
6,0.1,9800,0.004086
6,0.1,9900,0.003415
6,0.1,10000,0.002855
6,0.1,10100,0.002386
6,0.1,10200,0.001995
6,0.1,10300,0.001668
6,0.1,10400,0.001394
6,0.1,10500,0.001166
6,0.1,10586,0.000999
6,0.2,0,3309.047816
6,0.2,100,2593.977426
6,0.2,200,2151.258758
6,0.2,300,1838.464512
6,0.2,400,1605.971612
6,0.2,500,1433.696677
6,0.2,600,1308.576036
6,0.2,700,1220.036724
6,0.2,800,1160.223234
6,0.2,900,1124.125443
6,0.2,1000,1109.18384
6,0.2,1100,1114.5324
6,0.2,1200,1139.991117
6,0.2,1300,1184.94849
6,0.2,1400,1247.371837
6,0.2,1500,1323.256416
6,0.2,1600,1406.733287
6,0.2,1700,1490.787712
6,0.2,1800,1568.25948
6,0.2,1900,1632.717595
6,0.2,2000,1678.986013
6,0.2,2100,1703.357963
6,0.2,2200,1703.654688
6,0.2,2300,1679.23845
6,0.2,2400,1630.991729
6,0.2,2500,1561.215189
6,0.2,2600,1473.397822
6,0.2,2700,1371.854056
6,0.2,2800,1261.27334
6,0.2,2900,1146.260854
6,0.2,3000,1030.950202
6,0.2,3100,918.743451
6,0.2,3200,812.195519
6,0.2,3300,713.025177
6,0.2,3400,622.214427
6,0.2,3500,540.153312
6,0.2,3600,466.794091
6,0.2,3700,401.79089
6,0.2,3800,344.613114
6,0.2,3900,294.630213
6,0.2,4000,251.170909
6,0.2,4100,213.562298
6,0.2,4200,181.154408
6,0.2,4300,153.334819
6,0.2,4400,129.536754
6,0.2,4500,109.242907
6,0.2,4600,91.986482
6,0.2,4700,77.350358
6,0.2,4800,64.965002
6,0.2,4900,54.50554
6,0.2,5000,45.688308
6,0.2,5100,38.267136
6,0.2,5200,32.029548
6,0.2,5300,26.793026
6,0.2,5400,22.401444
6,0.2,5500,18.72174
6,0.2,5600,15.640873
6,0.2,5700,13.063073
6,0.2,5800,10.907396
6,0.2,5900,9.105571
6,0.2,6000,7.600115
6,0.2,6100,6.342705
6,0.2,6200,5.292766
6,0.2,6300,4.416269
6,0.2,6400,3.684705
6,0.2,6500,3.074202
6,0.2,6600,2.56479
6,0.2,6700,2.13977
6,0.2,6800,1.785189
6,0.2,6900,1.489386
6,0.2,7000,1.242628
6,0.2,7100,1.036785
6,0.2,7200,0.865075
6,0.2,7300,0.721835
6,0.2,7400,0.602344
6,0.2,7500,0.502662
6,0.2,7600,0.4195
6,0.2,7700,0.350119
6,0.2,7800,0.292231
6,0.2,7900,0.243931
6,0.2,8000,0.203628
6,0.2,8100,0.169995
6,0.2,8200,0.141927
6,0.2,8300,0.118502
6,0.2,8400,0.09895
6,0.2,8500,0.08263
6,0.2,8600,0.069006
6,0.2,8700,0.057632
6,0.2,8800,0.048136
6,0.2,8900,0.040207
6,0.2,9000,0.033587
6,0.2,9100,0.028058
6,0.2,9200,0.023441
6,0.2,9300,0.019584
6,0.2,9400,0.016363
6,0.2,9500,0.013673
6,0.2,9600,0.011425
6,0.2,9700,0.009548
6,0.2,9800,0.007979
6,0.2,9900,0.006668
6,0.2,10000,0.005573
6,0.2,10100,0.004658
6,0.2,10200,0.003893
6,0.2,10300,0.003254
6,0.2,10400,0.00272
6,0.2,10500,0.002274
6,0.2,10600,0.001901
6,0.2,10700,0.001589
6,0.2,10800,0.001328
6,0.2,10900,0.001111
6,0.2,10959,0.000999
6,0.3,0,3309.047216
6,0.3,100,2593.958122
6,0.3,200,2151.284138
6,0.3,300,1838.594218
6,0.3,400,1606.277607
6,0.3,500,1434.273319
6,0.3,600,1309.547529
6,0.3,700,1221.56616
6,0.3,800,1162.527001
6,0.3,900,1127.497375
6,0.3,1000,1114.034738
6,0.3,1100,1121.450588
6,0.3,1200,1149.826752
6,0.3,1300,1198.916583
6,0.3,1400,1267.158337
6,0.3,1500,1351.103239
6,0.3,1600,1445.475105
6,0.3,1700,1543.815533
6,0.3,1800,1639.391929
6,0.3,1900,1725.967985
6,0.3,2000,1798.221445
6,0.3,2100,1851.860725
6,0.3,2200,1883.621732
6,0.3,2300,1891.289576
6,0.3,2400,1873.788051
6,0.3,2500,1831.297297
6,0.3,2600,1765.32288
6,0.3,2700,1678.643828
6,0.3,2800,1575.101894
6,0.3,2900,1459.244619
6,0.3,3000,1335.881648
6,0.3,3100,1209.639335
6,0.3,3200,1084.594271
6,0.3,3300,964.037444
6,0.3,3400,850.381745
6,0.3,3500,745.192163
6,0.3,3600,649.299165
6,0.3,3700,562.952427
6,0.3,3800,485.979714
6,0.3,3900,417.92808
6,0.3,4000,358.176739
6,0.3,4100,306.02008
6,0.3,4200,260.724617
6,0.3,4300,221.565792
6,0.3,4400,187.85045
6,0.3,4500,158.929768
6,0.3,4600,134.206027
6,0.3,4700,113.135452
6,0.3,4800,95.228528
6,0.3,4900,80.048609
6,0.3,5000,67.209409
6,0.3,5100,56.371713
6,0.3,5200,47.239635
6,0.3,5300,39.556627
6,0.3,5400,33.101441
6,0.3,5500,27.684169
6,0.3,5600,23.142488
6,0.3,5700,19.338152
6,0.3,5800,16.153793
6,0.3,5900,13.490043
6,0.3,6000,11.262965
6,0.3,6100,9.401805
6,0.3,6200,7.847023
6,0.3,6300,6.548588
6,0.3,6400,5.464513
6,0.3,6500,4.559599
6,0.3,6600,3.804365
6,0.3,6700,3.174139
6,0.3,6800,2.648284
6,0.3,6900,2.20955
6,0.3,7000,1.843523
6,0.3,7100,1.538167
6,0.3,7200,1.283429
6,0.3,7300,1.07092
6,0.3,7400,0.893639
6,0.3,7500,0.745741
6,0.3,7600,0.622355
6,0.3,7700,0.519414
6,0.3,7800,0.433526
6,0.3,7900,0.361862
6,0.3,8000,0.302065
6,0.3,8100,0.252165
6,0.3,8200,0.210523
6,0.3,8300,0.175769
6,0.3,8400,0.146762
6,0.3,8500,0.12255
6,0.3,8600,0.10234
6,0.3,8700,0.085468
6,0.3,8800,0.071381
6,0.3,8900,0.059621
6,0.3,9000,0.049801
6,0.3,9100,0.0416
6,0.3,9200,0.034752
6,0.3,9300,0.029033
6,0.3,9400,0.024257
6,0.3,9500,0.020267
6,0.3,9600,0.016934
6,0.3,9700,0.01415
6,0.3,9800,0.011824
6,0.3,9900,0.009881
6,0.3,10000,0.008258
6,0.3,10100,0.006901
6,0.3,10200,0.005768
6,0.3,10300,0.004821
6,0.3,10400,0.004029
6,0.3,10500,0.003368
6,0.3,10600,0.002815
6,0.3,10700,0.002353
6,0.3,10800,0.001967
6,0.3,10900,0.001644
6,0.3,11000,0.001375
6,0.3,11100,0.001149
6,0.3,11178,0.000999
6,0.4,0,3309.046915
6,0.4,100,2593.948471
6,0.4,200,2151.296888
6,0.4,300,1838.659296
6,0.4,400,1606.431224
6,0.4,500,1434.563099
6,0.4,600,1310.036369
6,0.4,700,1222.336953
6,0.4,800,1163.690158
6,0.4,900,1129.203448
6,0.4,1000,1116.495173
6,0.4,1100,1124.969908
6,0.4,1200,1154.848308
6,0.4,1300,1206.080634
6,0.4,1400,1277.366383
6,0.4,1500,1365.578661
6,0.4,1600,1465.80855
6,0.4,1700,1571.983772
6,0.4,1800,1677.73993
6,0.4,1900,1777.143943
6,0.4,2000,1865.053074
6,0.4,2100,1937.161097
6,0.4,2200,1989.919583
6,0.4,2300,2020.495512
6,0.4,2400,2026.833425
6,0.4,2500,2007.80944
6,0.4,2600,1963.417047
6,0.4,2700,1894.905995
6,0.4,2800,1804.801308
6,0.4,2900,1696.757845
6,0.4,3000,1575.251194
6,0.4,3100,1445.153804
6,0.4,3200,1311.278142
6,0.4,3300,1177.973735
6,0.4,3400,1048.842616
6,0.4,3500,926.599831
6,0.4,3600,813.068535
6,0.4,3700,709.274446
6,0.4,3800,615.595752
6,0.4,3900,531.928978
6,0.4,4000,457.842844
6,0.4,4100,392.70505
6,0.4,4200,335.777603
6,0.4,4300,286.283212
6,0.4,4400,243.448518
6,0.4,4500,206.530541
6,0.4,4600,174.831835
6,0.4,4700,147.70842
6,0.4,4800,124.57319
6,0.4,4900,104.896488
6,0.4,5000,88.204848
6,0.4,5100,74.078504
6,0.4,5200,62.14808
6,0.4,5300,52.090752
6,0.4,5400,43.626118
6,0.4,5500,36.511974
6,0.4,5600,30.540138
6,0.4,5700,25.53245
6,0.4,5800,21.337026
6,0.4,5900,17.82481
6,0.4,6000,14.886457
6,0.4,6100,12.429556
6,0.4,6200,10.376169
6,0.4,6300,8.660687
6,0.4,6400,7.227964
6,0.4,6500,6.031707
6,0.4,6600,5.033105
6,0.4,6700,4.199642
6,0.4,6800,3.504105
6,0.4,6900,2.92373
6,0.4,7000,2.439488
6,0.4,7100,2.035477
6,0.4,7200,1.698416
6,0.4,7300,1.417216
6,0.4,7400,1.182619
6,0.4,7500,0.986901
6,0.4,7600,0.823615
6,0.4,7700,0.687382
6,0.4,7800,0.573716
6,0.4,7900,0.478875
6,0.4,8000,0.399737
6,0.4,8100,0.333698
6,0.4,8200,0.278588
6,0.4,8300,0.232593
6,0.4,8400,0.194205
6,0.4,8500,0.162163
6,0.4,8600,0.135417
6,0.4,8700,0.113088
6,0.4,8800,0.094448
6,0.4,8900,0.078884
6,0.4,9000,0.065889
6,0.4,9100,0.055038
6,0.4,9200,0.045977
6,0.4,9300,0.038409
6,0.4,9400,0.032089
6,0.4,9500,0.02681
6,0.4,9600,0.0224
6,0.4,9700,0.018717
6,0.4,9800,0.01564
6,0.4,9900,0.013069
6,0.4,10000,0.010921
6,0.4,10100,0.009127
6,0.4,10200,0.007628
6,0.4,10300,0.006375
6,0.4,10400,0.005328
6,0.4,10500,0.004453
6,0.4,10600,0.003722
6,0.4,10700,0.003111
6,0.4,10800,0.0026
6,0.4,10900,0.002174
6,0.4,11000,0.001817
6,0.4,11100,0.001519
6,0.4,11200,0.00127
6,0.4,11300,0.001061
6,0.4,11334,0.000999
